"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate
	"80-84 years"	"80-84"	"1999"	"1999"	"Male"	"M"	"White"	"2106-3"	151591	1645730	9211.2
	"80-84 years"	"80-84"	"2000"	"2000"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	510	10586	4817.7
	"80-84 years"	"80-84"	"2000"	"2000"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	2231	55938	3988.3
	"80-84 years"	"80-84"	"2000"	"2000"	"Female"	"F"	"Black or African American"	"2054-5"	16559	235532	7030.5
	"80-84 years"	"80-84"	"2000"	"2000"	"Female"	"F"	"White"	"2106-3"	176553	2808414	6286.6
	"80-84 years"	"80-84"	"2000"	"2000"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	422	6275	6725.1
	"80-84 years"	"80-84"	"2000"	"2000"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	2207	39186	5632.1
	"80-84 years"	"80-84"	"2000"	"2000"	"Male"	"M"	"Black or African American"	"2054-5"	12344	118627	10405.7
	"80-84 years"	"80-84"	"2000"	"2000"	"Male"	"M"	"White"	"2106-3"	151919	1670809	9092.5
	"80-84 years"	"80-84"	"2001"	"2001"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	562	11080	5072.2
	"80-84 years"	"80-84"	"2001"	"2001"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	2452	61988	3955.6
	"80-84 years"	"80-84"	"2001"	"2001"	"Female"	"F"	"Black or African American"	"2054-5"	16864	242527	6953.5
	"80-84 years"	"80-84"	"2001"	"2001"	"Female"	"F"	"White"	"2106-3"	178943	2895979	6179.0
	"80-84 years"	"80-84"	"2001"	"2001"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	436	6623	6583.1
	"80-84 years"	"80-84"	"2001"	"2001"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	2455	43356	5662.4
	"80-84 years"	"80-84"	"2001"	"2001"	"Male"	"M"	"Black or African American"	"2054-5"	12779	123098	10381.2
	"80-84 years"	"80-84"	"2001"	"2001"	"Male"	"M"	"White"	"2106-3"	153761	1753554	8768.5
	"80-84 years"	"80-84"	"2002"	"2002"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	593	11670	5081.4
	"80-84 years"	"80-84"	"2002"	"2002"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	2524	67262	3752.5
	"80-84 years"	"80-84"	"2002"	"2002"	"Female"	"F"	"Black or African American"	"2054-5"	17387	248864	6986.5
	"80-84 years"	"80-84"	"2002"	"2002"	"Female"	"F"	"White"	"2106-3"	183131	2967616	6171.0
	"80-84 years"	"80-84"	"2002"	"2002"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	462	7148	6463.3
	"80-84 years"	"80-84"	"2002"	"2002"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	2581	47252	5462.2
	"80-84 years"	"80-84"	"2002"	"2002"	"Male"	"M"	"Black or African American"	"2054-5"	13044	127492	10231.2
	"80-84 years"	"80-84"	"2002"	"2002"	"Male"	"M"	"White"	"2106-3"	157792	1817099	8683.7
	"80-84 years"	"80-84"	"2003"	"2003"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	633	12227	5177.1
	"80-84 years"	"80-84"	"2003"	"2003"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	2736	72799	3758.3
	"80-84 years"	"80-84"	"2003"	"2003"	"Female"	"F"	"Black or African American"	"2054-5"	17201	254948	6746.9
	"80-84 years"	"80-84"	"2003"	"2003"	"Female"	"F"	"White"	"2106-3"	182291	3007201	6061.8
	"80-84 years"	"80-84"	"2003"	"2003"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	497	7520	6609.0
	"80-84 years"	"80-84"	"2003"	"2003"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	2827	51388	5501.3
	"80-84 years"	"80-84"	"2003"	"2003"	"Male"	"M"	"Black or African American"	"2054-5"	13312	131585	10116.7
	"80-84 years"	"80-84"	"2003"	"2003"	"Male"	"M"	"White"	"2106-3"	158342	1860928	8508.8
	"80-84 years"	"80-84"	"2004"	"2004"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	657	12812	5128.0
	"80-84 years"	"80-84"	"2004"	"2004"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	2868	78641	3647.0
	"80-84 years"	"80-84"	"2004"	"2004"	"Female"	"F"	"Black or African American"	"2054-5"	17403	260441	6682.1
	"80-84 years"	"80-84"	"2004"	"2004"	"Female"	"F"	"White"	"2106-3"	179195	3065529	5845.5
	"80-84 years"	"80-84"	"2004"	"2004"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	514	8014	6413.8
	"80-84 years"	"80-84"	"2004"	"2004"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	2808	54945	5110.6
	"80-84 years"	"80-84"	"2004"	"2004"	"Male"	"M"	"Black or African American"	"2054-5"	12865	134816	9542.6
	"80-84 years"	"80-84"	"2004"	"2004"	"Male"	"M"	"White"	"2106-3"	157174	1913306	8214.8
	"80-84 years"	"80-84"	"2005"	"2005"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	637	13362	4767.3
	"80-84 years"	"80-84"	"2005"	"2005"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	2979	83948	3548.6
	"80-84 years"	"80-84"	"2005"	"2005"	"Female"	"F"	"Black or African American"	"2054-5"	17744	264754	6702.1
	"80-84 years"	"80-84"	"2005"	"2005"	"Female"	"F"	"White"	"2106-3"	181296	3092515	5862.4
	"80-84 years"	"80-84"	"2005"	"2005"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	533	8516	6258.8
	"80-84 years"	"80-84"	"2005"	"2005"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	3079	58134	5296.4
	"80-84 years"	"80-84"	"2005"	"2005"	"Male"	"M"	"Black or African American"	"2054-5"	13351	137527	9707.9
	"80-84 years"	"80-84"	"2005"	"2005"	"Male"	"M"	"White"	"2106-3"	159158	1952437	8151.8
	"80-84 years"	"80-84"	"2006"	"2006"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	748	13899	5381.7
	"80-84 years"	"80-84"	"2006"	"2006"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	3177	89919	3533.2
	"80-84 years"	"80-84"	"2006"	"2006"	"Female"	"F"	"Black or African American"	"2054-5"	17564	270865	6484.4
	"80-84 years"	"80-84"	"2006"	"2006"	"Female"	"F"	"White"	"2106-3"	175051	3088866	5667.2
	"80-84 years"	"80-84"	"2006"	"2006"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	549	8890	6175.5
	"80-84 years"	"80-84"	"2006"	"2006"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	3019	60724	4971.7
	"80-84 years"	"80-84"	"2006"	"2006"	"Male"	"M"	"Black or African American"	"2054-5"	13178	140920	9351.4
	"80-84 years"	"80-84"	"2006"	"2006"	"Male"	"M"	"White"	"2106-3"	156342	1974034	7919.9
	"80-84 years"	"80-84"	"2007"	"2007"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	652	14477	4503.7
	"80-84 years"	"80-84"	"2007"	"2007"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	3425	95110	3601.1
	"80-84 years"	"80-84"	"2007"	"2007"	"Female"	"F"	"Black or African American"	"2054-5"	17109	275592	6208.1
	"80-84 years"	"80-84"	"2007"	"2007"	"Female"	"F"	"White"	"2106-3"	171333	3084088	5555.4
	"80-84 years"	"80-84"	"2007"	"2007"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	543	9361	5800.7
	"80-84 years"	"80-84"	"2007"	"2007"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	3152	63206	4986.9
	"80-84 years"	"80-84"	"2007"	"2007"	"Male"	"M"	"Black or African American"	"2054-5"	12814	143608	8922.9
	"80-84 years"	"80-84"	"2007"	"2007"	"Male"	"M"	"White"	"2106-3"	154625	2001634	7724.9
	"80-84 years"	"80-84"	"2008"	"2008"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	681	15061	4521.6
	"80-84 years"	"80-84"	"2008"	"2008"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	3414	100803	3386.8
	"80-84 years"	"80-84"	"2008"	"2008"	"Female"	"F"	"Black or African American"	"2054-5"	17117	279505	6124.0
	"80-84 years"	"80-84"	"2008"	"2008"	"Female"	"F"	"White"	"2106-3"	172286	3082577	5589.0
	"80-84 years"	"80-84"	"2008"	"2008"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	588	9841	5975.0
	"80-84 years"	"80-84"	"2008"	"2008"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	3268	65785	4967.7
	"80-84 years"	"80-84"	"2008"	"2008"	"Male"	"M"	"Black or African American"	"2054-5"	13019	145908	8922.7
	"80-84 years"	"80-84"	"2008"	"2008"	"Male"	"M"	"White"	"2106-3"	155817	2030879	7672.4
	"80-84 years"	"80-84"	"2009"	"2009"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	646	15652	4127.3
	"80-84 years"	"80-84"	"2009"	"2009"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	3580	105930	3379.6
	"80-84 years"	"80-84"	"2009"	"2009"	"Female"	"F"	"Black or African American"	"2054-5"	16884	282112	5984.9
	"80-84 years"	"80-84"	"2009"	"2009"	"Female"	"F"	"White"	"2106-3"	163831	3051166	5369.5
	"80-84 years"	"80-84"	"2009"	"2009"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	594	10361	5733.0
	"80-84 years"	"80-84"	"2009"	"2009"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	3208	68415	4689.0
	"80-84 years"	"80-84"	"2009"	"2009"	"Male"	"M"	"Black or African American"	"2054-5"	12482	147980	8434.9
	"80-84 years"	"80-84"	"2009"	"2009"	"Male"	"M"	"White"	"2106-3"	151515	2046095	7405.1
	"80-84 years"	"80-84"	"2010"	"2010"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	704	16157	4357.2
	"80-84 years"	"80-84"	"2010"	"2010"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	3661	110376	3316.8
	"80-84 years"	"80-84"	"2010"	"2010"	"Female"	"F"	"Black or African American"	"2054-5"	16601	285739	5809.8
	"80-84 years"	"80-84"	"2010"	"2010"	"Female"	"F"	"White"	"2106-3"	162513	3036681	5351.7
	"80-84 years"	"80-84"	"2010"	"2010"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	593	10802	5489.7
	"80-84 years"	"80-84"	"2010"	"2010"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	3411	71187	4791.6
	"80-84 years"	"80-84"	"2010"	"2010"	"Male"	"M"	"Black or African American"	"2054-5"	12704	150974	8414.7
	"80-84 years"	"80-84"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	152116	2061411	7379.2
	"80-84 years"	"80-84"	"2011"	"2011"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	729	17246	4227.1
	"80-84 years"	"80-84"	"2011"	"2011"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	4034	117741	3426.2
	"80-84 years"	"80-84"	"2011"	"2011"	"Female"	"F"	"Black or African American"	"2054-5"	16835	290696	5791.3
	"80-84 years"	"80-84"	"2011"	"2011"	"Female"	"F"	"White"	"2106-3"	162029	3020565	5364.2
	"80-84 years"	"80-84"	"2011"	"2011"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	621	11711	5302.7
	"80-84 years"	"80-84"	"2011"	"2011"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	3525	77054	4574.7
	"80-84 years"	"80-84"	"2011"	"2011"	"Male"	"M"	"Black or African American"	"2054-5"	12504	155699	8030.9
	"80-84 years"	"80-84"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	153672	2095831	7332.3
	"80-84 years"	"80-84"	"2012"	"2012"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	754	17826	4229.8
	"80-84 years"	"80-84"	"2012"	"2012"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	3982	123856	3215.0
	"80-84 years"	"80-84"	"2012"	"2012"	"Female"	"F"	"Black or African American"	"2054-5"	16440	293509	5601.2
	"80-84 years"	"80-84"	"2012"	"2012"	"Female"	"F"	"White"	"2106-3"	159059	2991162	5317.6
	"80-84 years"	"80-84"	"2012"	"2012"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	633	12052	5252.2
	"80-84 years"	"80-84"	"2012"	"2012"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	3588	81873	4382.4
	"80-84 years"	"80-84"	"2012"	"2012"	"Male"	"M"	"Black or African American"	"2054-5"	12885	158887	8109.5
	"80-84 years"	"80-84"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	151151	2103886	7184.4
	"80-84 years"	"80-84"	"2013"	"2013"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	743	18651	3983.7
	"80-84 years"	"80-84"	"2013"	"2013"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	4173	130558	3196.3
	"80-84 years"	"80-84"	"2013"	"2013"	"Female"	"F"	"Black or African American"	"2054-5"	16976	299428	5669.5
	"80-84 years"	"80-84"	"2013"	"2013"	"Female"	"F"	"White"	"2106-3"	156633	2949831	5309.9
	"80-84 years"	"80-84"	"2013"	"2013"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	699	12674	5515.2
	"80-84 years"	"80-84"	"2013"	"2013"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	3929	87615	4484.4
	"80-84 years"	"80-84"	"2013"	"2013"	"Male"	"M"	"Black or African American"	"2054-5"	13108	164897	7949.2
	"80-84 years"	"80-84"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	151438	2104984	7194.3
	"80-84 years"	"80-84"	"2014"	"2014"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	805	19577	4112.0
	"80-84 years"	"80-84"	"2014"	"2014"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	4247	137239	3094.6
	"80-84 years"	"80-84"	"2014"	"2014"	"Female"	"F"	"Black or African American"	"2054-5"	16868	305737	5517.2
	"80-84 years"	"80-84"	"2014"	"2014"	"Female"	"F"	"White"	"2106-3"	153341	2916001	5258.6
	"80-84 years"	"80-84"	"2014"	"2014"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	671	13369	5019.1
	"80-84 years"	"80-84"	"2014"	"2014"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	3931	94399	4164.2
	"80-84 years"	"80-84"	"2014"	"2014"	"Male"	"M"	"Black or African American"	"2054-5"	13196	171083	7713.2
	"80-84 years"	"80-84"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	149373	2102961	7103.0
	"80-84 years"	"80-84"	"2015"	"2015"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	850	20605	4125.2
	"80-84 years"	"80-84"	"2015"	"2015"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	4483	143054	3133.8
	"80-84 years"	"80-84"	"2015"	"2015"	"Female"	"F"	"Black or African American"	"2054-5"	17169	313486	5476.8
	"80-84 years"	"80-84"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	154532	2909531	5311.2
	"80-84 years"	"80-84"	"2015"	"2015"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	739	14180	5211.6
	"80-84 years"	"80-84"	"2015"	"2015"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	4236	100578	4211.7
	"80-84 years"	"80-84"	"2015"	"2015"	"Male"	"M"	"Black or African American"	"2054-5"	13675	177354	7710.6
	"80-84 years"	"80-84"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	151477	2120553	7143.3
	"80-84 years"	"80-84"	"2016"	"2016"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	912	21737	4195.6
	"80-84 years"	"80-84"	"2016"	"2016"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	4550	149001	3053.7
	"80-84 years"	"80-84"	"2016"	"2016"	"Female"	"F"	"Black or African American"	"2054-5"	17763	323535	5490.3
	"80-84 years"	"80-84"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	150828	2918111	5168.7
	"80-84 years"	"80-84"	"2016"	"2016"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	800	15187	5267.7
	"80-84 years"	"80-84"	"2016"	"2016"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	4398	107259	4100.4
	"80-84 years"	"80-84"	"2016"	"2016"	"Male"	"M"	"Black or African American"	"2054-5"	14202	185423	7659.2
	"80-84 years"	"80-84"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	148568	2145386	6925.0
	"80-84 years"	"80-84"	"2017"	"2017"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	942	22743	4141.9
	"80-84 years"	"80-84"	"2017"	"2017"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	4864	158034	3077.8
	"80-84 years"	"80-84"	"2017"	"2017"	"Female"	"F"	"Black or African American"	"2054-5"	17955	333028	5391.4
	"80-84 years"	"80-84"	"2017"	"2017"	"Female"	"F"	"White"	"2106-3"	153334	2942426	5211.1
	"80-84 years"	"80-84"	"2017"	"2017"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	866	16250	5329.2
	"80-84 years"	"80-84"	"2017"	"2017"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	4781	116010	4121.2
	"80-84 years"	"80-84"	"2017"	"2017"	"Male"	"M"	"Black or African American"	"2054-5"	14682	192638	7621.5
	"80-84 years"	"80-84"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	152837	2184161	6997.5
	"80-84 years"	"80-84"	"2018"	"2018"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	887	24122	3677.1
	"80-84 years"	"80-84"	"2018"	"2018"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	5056	164457	3074.4
	"80-84 years"	"80-84"	"2018"	"2018"	"Female"	"F"	"Black or African American"	"2054-5"	18261	342065	5338.5
	"80-84 years"	"80-84"	"2018"	"2018"	"Female"	"F"	"White"	"2106-3"	154040	3006298	5123.9
	"80-84 years"	"80-84"	"2018"	"2018"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	887	17403	5096.8
	"80-84 years"	"80-84"	"2018"	"2018"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	4968	123243	4031.1
	"80-84 years"	"80-84"	"2018"	"2018"	"Male"	"M"	"Black or African American"	"2054-5"	15118	199452	7579.8
	"80-84 years"	"80-84"	"2018"	"2018"	"Male"	"M"	"White"	"2106-3"	154243	2250268	6854.4
	"80-84 years"	"80-84"	"2019"	"2019"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	932	25699	3626.6
	"80-84 years"	"80-84"	"2019"	"2019"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	4975	172716	2880.5
	"80-84 years"	"80-84"	"2019"	"2019"	"Female"	"F"	"Black or African American"	"2054-5"	18634	355016	5248.8
	"80-84 years"	"80-84"	"2019"	"2019"	"Female"	"F"	"White"	"2106-3"	155389	3084052	5038.5
	"80-84 years"	"80-84"	"2019"	"2019"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	914	18722	4882.0
	"80-84 years"	"80-84"	"2019"	"2019"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	5210	130922	3979.5
	"80-84 years"	"80-84"	"2019"	"2019"	"Male"	"M"	"Black or African American"	"2054-5"	15514	210005	7387.4
	"80-84 years"	"80-84"	"2019"	"2019"	"Male"	"M"	"White"	"2106-3"	156966	2320075	6765.6
	"80-84 years"	"80-84"	"2020 "	"2020"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	1248	27192	4589.6
	"80-84 years"	"80-84"	"2020 "	"2020"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	6335	182514	3471.0
	"80-84 years"	"80-84"	"2020 "	"2020"	"Female"	"F"	"Black or African American"	"2054-5"	23805	365817	6507.4
	"80-84 years"	"80-84"	"2020 "	"2020"	"Female"	"F"	"White"	"2106-3"	179398	3139600	5714.0
	"80-84 years"	"80-84"	"2020 "	"2020"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	1139	20116	5662.2
	"80-84 years"	"80-84"	"2020 "	"2020"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	6857	139595	4912.1
	"80-84 years"	"80-84"	"2020 "	"2020"	"Male"	"M"	"Black or African American"	"2054-5"	20239	217136	9320.9
	"80-84 years"	"80-84"	"2020 "	"2020"	"Male"	"M"	"White"	"2106-3"	184872	2372744	7791.5
	"85-89 years"	"85-89"	"1999"	"1999"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	472	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"1999"	"1999"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	1731	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"1999"	"1999"	"Female"	"F"	"Black or African American"	"2054-5"	15218	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"1999"	"1999"	"Female"	"F"	"White"	"2106-3"	186951	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"1999"	"1999"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	261	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"1999"	"1999"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	1843	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"1999"	"1999"	"Male"	"M"	"Black or African American"	"2054-5"	8828	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"1999"	"1999"	"Male"	"M"	"White"	"2106-3"	115599	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2000"	"2000"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	442	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2000"	"2000"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	1829	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2000"	"2000"	"Female"	"F"	"Black or African American"	"2054-5"	15491	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2000"	"2000"	"Female"	"F"	"White"	"2106-3"	189174	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2000"	"2000"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	286	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2000"	"2000"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	1842	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2000"	"2000"	"Male"	"M"	"Black or African American"	"2054-5"	8428	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2000"	"2000"	"Male"	"M"	"White"	"2106-3"	118321	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2001"	"2001"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	474	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2001"	"2001"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	2128	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2001"	"2001"	"Female"	"F"	"Black or African American"	"2054-5"	15414	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2001"	"2001"	"Female"	"F"	"White"	"2106-3"	191354	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2001"	"2001"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	308	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2001"	"2001"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	1897	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2001"	"2001"	"Male"	"M"	"Black or African American"	"2054-5"	8389	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2001"	"2001"	"Male"	"M"	"White"	"2106-3"	119811	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2002"	"2002"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	429	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2002"	"2002"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	2267	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2002"	"2002"	"Female"	"F"	"Black or African American"	"2054-5"	15628	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2002"	"2002"	"Female"	"F"	"White"	"2106-3"	192424	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2002"	"2002"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	317	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2002"	"2002"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	2008	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2002"	"2002"	"Male"	"M"	"Black or African American"	"2054-5"	8292	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2002"	"2002"	"Male"	"M"	"White"	"2106-3"	124020	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2003"	"2003"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	511	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2003"	"2003"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	2463	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2003"	"2003"	"Female"	"F"	"Black or African American"	"2054-5"	15385	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2003"	"2003"	"Female"	"F"	"White"	"2106-3"	193311	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2003"	"2003"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	326	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2003"	"2003"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	2061	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2003"	"2003"	"Male"	"M"	"Black or African American"	"2054-5"	8197	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2003"	"2003"	"Male"	"M"	"White"	"2106-3"	124593	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2004"	"2004"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	496	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2004"	"2004"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	2649	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2004"	"2004"	"Female"	"F"	"Black or African American"	"2054-5"	14931	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2004"	"2004"	"Female"	"F"	"White"	"2106-3"	186397	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2004"	"2004"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	313	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2004"	"2004"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	2163	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2004"	"2004"	"Male"	"M"	"Black or African American"	"2054-5"	8253	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2004"	"2004"	"Male"	"M"	"White"	"2106-3"	122938	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2005"	"2005"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	504	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2005"	"2005"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	2797	Not Applicable	Not Applicable
